date,year,month,period,region,customer_segment,product_category,product_id,units_sold,list_price,net_price,discount_pct,cost_per_unit,gross_margin_pct,revenue,gross_profit,marketing_campaign_flag,marketing_spend,competitor_price_index,category_market_index,inflation_index,season_index,order_frequency,_true_elasticity
2024-08-01,2024,8,20,South,Small Business,Service Contracts,SER-003,2,151.54,144.57,0.046,56.97,0.606,289.14,175.21,0,0.0,1.0612,0.9636,1.0459,0.8095,2.308,-1.121
2024-09-01,2024,9,21,South,Small Business,Service Contracts,SER-003,2,149.95,138.62,0.0756,56.97,0.589,277.23,163.3,0,0.0,1.0483,0.9437,1.0408,0.89,4.947,-1.121
2024-10-01,2024,10,22,South,Small Business,Service Contracts,SER-003,2,164.16,156.15,0.0488,56.97,0.6352,312.3,198.37,1,14644.82,1.0624,0.9849,1.0458,1.0,3.606,-1.121
2024-11-01,2024,11,23,South,Small Business,Service Contracts,SER-003,2,137.57,125.28,0.0893,56.97,0.5453,250.56,136.63,0,0.0,1.0097,0.9615,1.0399,1.11,3.078,-1.121
2024-12-01,2024,12,24,South,Small Business,Service Contracts,SER-003,2,170.8,159.73,0.0648,56.97,0.6434,319.45,205.52,0,0.0,0.9693,0.9559,1.0472,1.1905,4.491,-1.121
2025-01-01,2025,1,25,South,Small Business,Service Contracts,SER-003,2,149.14,129.94,0.1287,56.97,0.5616,259.89,145.95,0,0.0,1.0226,0.9173,1.0509,1.22,3.133,-1.121
2025-02-01,2025,2,26,South,Small Business,Service Contracts,SER-003,1,148.52,147.03,0.01,56.97,0.6126,147.03,90.06,0,0.0,1.0229,0.9435,1.0533,1.1905,2.209,-1.121
2025-03-01,2025,3,27,South,Small Business,Service Contracts,SER-003,2,136.98,120.45,0.1207,56.97,0.5271,240.9,126.97,0,0.0,0.9438,0.9406,1.0541,1.11,5.288,-1.121
2025-04-01,2025,4,28,South,Small Business,Service Contracts,SER-003,2,145.59,139.0,0.0453,56.97,0.5902,277.99,164.06,1,7947.97,0.9503,0.97,1.0583,1.0,3.881,-1.121
2025-05-01,2025,5,29,South,Small Business,Service Contracts,SER-003,1,138.82,126.95,0.0855,56.97,0.5513,126.95,69.99,0,0.0,1.0529,0.9507,1.0522,0.89,3.037,-1.121
2025-06-01,2025,6,30,South,Small Business,Service Contracts,SER-003,2,143.13,131.58,0.0807,56.97,0.5671,263.16,149.23,1,9927.4,0.9881,0.9576,1.0682,0.8095,4.461,-1.121
2025-07-01,2025,7,31,South,Small Business,Service Contracts,SER-003,1,152.76,144.17,0.0563,56.97,0.6049,144.17,87.2,0,0.0,1.0158,0.9673,1.0549,0.78,2.662,-1.121
2025-08-01,2025,8,32,South,Small Business,Service Contracts,SER-003,2,130.56,118.11,0.0953,56.97,0.5177,236.22,122.29,1,2035.69,0.9629,0.9602,1.0684,0.8095,4.347,-1.121
2025-09-01,2025,9,33,South,Small Business,Service Contracts,SER-003,2,135.22,123.01,0.0903,56.97,0.5369,246.01,132.08,0,0.0,1.0011,0.9313,1.0596,0.89,4.908,-1.121
2025-10-01,2025,10,34,South,Small Business,Service Contracts,SER-003,2,155.2,142.97,0.0788,56.97,0.6016,285.94,172.01,1,2248.99,0.9973,0.95,1.0631,1.0,3.245,-1.121
2025-11-01,2025,11,35,South,Small Business,Service Contracts,SER-003,2,149.14,136.01,0.088,56.97,0.5812,272.02,158.09,0,0.0,1.0041,0.9425,1.0753,1.11,6.956,-1.121
2025-12-01,2025,12,36,South,Small Business,Service Contracts,SER-003,3,139.34,124.13,0.1091,56.97,0.5411,372.39,201.5,1,5006.31,0.9961,0.9453,1.0759,1.1905,6.71,-1.121
2023-01-01,2023,1,1,South,Small Business,Service Contracts,SER-004,3,131.47,120.95,0.08,56.31,0.5344,362.86,193.92,1,2444.67,1.0226,0.9846,1.0081,1.22,3.531,-1.121
2023-02-01,2023,2,2,South,Small Business,Service Contracts,SER-004,1,147.44,147.44,0.0,56.31,0.618,147.44,91.12,0,0.0,0.9938,1.0581,0.9994,1.1905,3.737,-1.121
2023-03-01,2023,3,3,South,Small Business,Service Contracts,SER-004,3,128.44,114.1,0.1117,56.31,0.5065,342.3,173.36,0,0.0,0.9659,1.0243,1.0049,1.11,5.957,-1.121
2023-04-01,2023,4,4,South,Small Business,Service Contracts,SER-004,2,122.78,113.17,0.0783,56.31,0.5024,226.33,113.7,1,6435.07,0.9666,1.0399,1.009,1.0,4.697,-1.121
2023-05-01,2023,5,5,South,Small Business,Service Contracts,SER-004,1,142.63,130.34,0.0862,56.31,0.5679,130.34,74.02,0,0.0,0.9714,1.0331,1.0071,0.89,3.217,-1.121
2023-06-01,2023,6,6,South,Small Business,Service Contracts,SER-004,1,141.43,128.58,0.0908,56.31,0.562,128.58,72.27,0,0.0,1.0151,1.0497,1.016,0.8095,8.352,-1.121
2023-07-01,2023,7,7,South,Small Business,Service Contracts,SER-004,2,129.87,119.63,0.0788,56.31,0.5293,239.27,126.64,1,14122.79,1.0004,1.0379,1.0189,0.78,1.93,-1.121
2023-08-01,2023,8,8,South,Small Business,Service Contracts,SER-004,1,145.84,135.74,0.0693,56.31,0.5851,135.74,79.42,0,0.0,0.9971,1.0458,1.021,0.8095,2.587,-1.121
2023-09-01,2023,9,9,South,Small Business,Service Contracts,SER-004,2,130.46,121.63,0.0676,56.31,0.537,243.26,130.64,1,7101.51,1.0238,1.0083,1.0108,0.89,2.185,-1.121
2023-10-01,2023,10,10,South,Small Business,Service Contracts,SER-004,2,137.99,128.04,0.0721,56.31,0.5602,256.08,143.45,0,0.0,1.0058,1.0283,1.011,1.0,4.308,-1.121
2023-11-01,2023,11,11,South,Small Business,Service Contracts,SER-004,3,125.19,117.07,0.0649,56.31,0.519,351.21,182.27,1,13085.18,1.0118,1.0326,1.0197,1.11,3.163,-1.121
2023-12-01,2023,12,12,South,Small Business,Service Contracts,SER-004,3,134.3,128.81,0.0409,56.31,0.5628,386.42,217.48,0,0.0,1.0648,1.0129,1.0189,1.1905,4.222,-1.121
2024-01-01,2024,1,13,South,Small Business,Service Contracts,SER-004,2,148.36,139.72,0.0582,56.31,0.5969,279.43,166.8,0,0.0,1.0248,1.0049,1.0201,1.22,2.594,-1.121
2024-02-01,2024,2,14,South,Small Business,Service Contracts,SER-004,3,140.57,130.24,0.0735,56.31,0.5676,390.72,221.78,1,9016.41,0.9815,1.0012,1.0238,1.1905,3.735,-1.121
2024-03-01,2024,3,15,South,Small Business,Service Contracts,SER-004,2,154.73,143.59,0.072,56.31,0.6078,287.19,174.56,0,0.0,1.0117,1.0137,1.0264,1.11,2.226,-1.121
2024-04-01,2024,4,16,South,Small Business,Service Contracts,SER-004,2,138.54,122.88,0.113,56.31,0.5417,245.76,133.14,1,10669.62,1.0385,1.0464,1.0274,1.0,3.777,-1.121
2024-05-01,2024,5,17,South,Small Business,Service Contracts,SER-004,2,156.51,145.67,0.0692,56.31,0.6134,291.34,178.71,1,4260.91,0.9618,0.988,1.0372,0.89,4.798,-1.121
2024-06-01,2024,6,18,South,Small Business,Service Contracts,SER-004,2,136.96,121.57,0.1123,56.31,0.5368,243.14,130.51,0,0.0,0.9489,0.9884,1.0407,0.8095,5.53,-1.121
2024-07-01,2024,7,19,South,Small Business,Service Contracts,SER-004,1,143.02,138.22,0.0336,56.31,0.5926,138.22,81.91,0,0.0,0.9507,0.9542,1.0431,0.78,2.397,-1.121
2024-08-01,2024,8,20,South,Small Business,Service Contracts,SER-004,2,136.11,123.42,0.0933,56.31,0.5437,246.84,134.22,1,11679.87,0.9597,0.9961,1.0318,0.8095,5.083,-1.121
2024-09-01,2024,9,21,South,Small Business,Service Contracts,SER-004,1,141.1,138.75,0.0166,56.31,0.5941,138.75,82.44,0,0.0,0.9346,0.9466,1.0397,0.89,3.919,-1.121
2024-10-01,2024,10,22,South,Small Business,Service Contracts,SER-004,2,125.88,111.0,0.1182,56.31,0.4927,221.99,109.37,0,0.0,0.9859,1.0082,1.0447,1.0,1.83,-1.121
2024-11-01,2024,11,23,South,Small Business,Service Contracts,SER-004,2,151.2,141.93,0.0613,56.31,0.6032,283.87,171.24,0,0.0,0.9305,0.9363,1.055,1.11,4.412,-1.121
2024-12-01,2024,12,24,South,Small Business,Service Contracts,SER-004,3,136.41,122.44,0.1024,56.31,0.5401,367.33,198.39,1,7416.02,0.8509,0.966,1.0558,1.1905,3.774,-1.121
2025-01-01,2025,1,25,South,Small Business,Service Contracts,SER-004,2,127.73,120.2,0.0589,56.31,0.5315,240.39,127.77,0,0.0,0.9087,0.925,1.041,1.22,2.149,-1.121
2025-02-01,2025,2,26,South,Small Business,Service Contracts,SER-004,2,148.39,134.81,0.0915,56.31,0.5823,269.62,156.99,0,0.0,0.8813,0.9814,1.0685,1.1905,5.773,-1.121
2025-03-01,2025,3,27,South,Small Business,Service Contracts,SER-004,2,141.65,125.91,0.1111,56.31,0.5527,251.81,139.19,0,0.0,0.9099,0.9553,1.061,1.11,2.735,-1.121
2025-04-01,2025,4,28,South,Small Business,Service Contracts,SER-004,1,151.21,146.77,0.0294,56.31,0.6163,146.77,90.45,0,0.0,0.9338,0.9302,1.0535,1.0,2.685,-1.121
2025-05-01,2025,5,29,South,Small Business,Service Contracts,SER-004,1,150.76,150.44,0.0021,56.31,0.6257,150.44,94.13,0,0.0,0.9133,0.926,1.0609,0.89,4.531,-1.121
2025-06-01,2025,6,30,South,Small Business,Service Contracts,SER-004,1,152.68,139.31,0.0876,56.31,0.5958,139.31,83.0,0,0.0,0.8626,0.9738,1.0571,0.8095,3.509,-1.121
2025-07-01,2025,7,31,South,Small Business,Service Contracts,SER-004,2,141.36,137.53,0.0271,56.31,0.5905,275.05,162.43,0,0.0,0.9038,0.9741,1.0501,0.78,3.446,-1.121
2025-08-01,2025,8,32,South,Small Business,Service Contracts,SER-004,2,143.23,138.56,0.0326,56.31,0.5936,277.13,164.5,1,10278.28,0.8849,0.9844,1.078,0.8095,4.239,-1.121
2025-09-01,2025,9,33,South,Small Business,Service Contracts,SER-004,1,153.4,146.05,0.0479,56.31,0.6144,146.05,89.74,0,0.0,0.896,0.9382,1.0656,0.89,5.771,-1.121
2025-10-01,2025,10,34,South,Small Business,Service Contracts,SER-004,2,141.13,135.5,0.0398,56.31,0.5844,271.01,158.38,0,0.0,0.9375,0.9635,1.0805,1.0,4.084,-1.121
2025-11-01,2025,11,35,South,Small Business,Service Contracts,SER-004,2,141.52,129.54,0.0847,56.31,0.5653,259.08,146.45,0,0.0,0.8917,0.9946,1.0721,1.11,4.945,-1.121
2025-12-01,2025,12,36,South,Small Business,Service Contracts,SER-004,2,136.51,128.04,0.062,56.31,0.5602,256.09,143.46,0,0.0,0.8806,0.9356,1.0767,1.1905,3.844,-1.121
2023-01-01,2023,1,1,South,Small Business,Service Contracts,SER-005,3,122.72,109.66,0.1065,51.31,0.532,328.97,175.02,0,0.0,0.9943,1.033,0.9921,1.22,3.311,-1.121
2023-02-01,2023,2,2,South,Small Business,Service Contracts,SER-005,3,118.99,109.83,0.077,51.31,0.5328,329.5,175.56,0,0.0,0.9907,1.0458,1.0103,1.1905,5.811,-1.121
2023-03-01,2023,3,3,South,Small Business,Service Contracts,SER-005,3,122.67,111.11,0.0942,51.31,0.5382,333.33,179.39,0,0.0,1.0278,1.0225,1.0045,1.11,4.206,-1.121
2023-04-01,2023,4,4,South,Small Business,Service Contracts,SER-005,2,122.0,109.74,0.1005,51.31,0.5324,219.48,116.85,0,0.0,1.0289,1.0251,0.994,1.0,3.944,-1.121
2023-05-01,2023,5,5,South,Small Business,Service Contracts,SER-005,2,125.58,115.87,0.0773,51.31,0.5571,231.73,129.11,1,11113.07,1.0092,1.0434,1.0168,0.89,6.124,-1.121
2023-06-01,2023,6,6,South,Small Business,Service Contracts,SER-005,1,124.67,111.1,0.1088,51.31,0.5381,111.1,59.79,0,0.0,1.0833,1.0201,1.0196,0.8095,4.35,-1.121
2023-07-01,2023,7,7,South,Small Business,Service Contracts,SER-005,2,116.03,108.73,0.0629,51.31,0.528,217.46,114.83,0,0.0,0.9996,1.0449,1.0091,0.78,5.736,-1.121
2023-08-01,2023,8,8,South,Small Business,Service Contracts,SER-005,2,108.75,103.99,0.0438,51.31,0.5065,207.98,105.35,0,0.0,1.032,1.0457,1.0166,0.8095,4.836,-1.121
2023-09-01,2023,9,9,South,Small Business,Service Contracts,SER-005,2,131.33,119.71,0.0885,51.31,0.5713,239.41,136.78,1,5691.43,1.0451,1.0192,1.0191,0.89,4.669,-1.121
2023-10-01,2023,10,10,South,Small Business,Service Contracts,SER-005,2,108.85,98.54,0.0947,51.31,0.4793,197.08,94.45,0,0.0,1.0767,0.9944,1.0267,1.0,4.388,-1.121
2023-11-01,2023,11,11,South,Small Business,Service Contracts,SER-005,2,131.61,124.32,0.0554,51.31,0.5873,248.65,146.02,0,0.0,1.0712,1.0484,1.0177,1.11,5.642,-1.121
2023-12-01,2023,12,12,South,Small Business,Service Contracts,SER-005,2,122.29,112.0,0.0841,51.31,0.5418,224.0,121.37,0,0.0,1.0568,1.0031,1.0241,1.1905,3.406,-1.121
2024-01-01,2024,1,13,South,Small Business,Service Contracts,SER-005,2,125.37,110.02,0.1224,51.31,0.5336,220.05,117.42,0,0.0,1.0367,1.0064,1.0286,1.22,1.979,-1.121
2024-02-01,2024,2,14,South,Small Business,Service Contracts,SER-005,3,134.17,134.17,0.0,51.31,0.6176,402.52,248.58,1,11588.45,1.0196,1.0076,1.0158,1.1905,5.388,-1.121
2024-03-01,2024,3,15,South,Small Business,Service Contracts,SER-005,3,122.04,109.09,0.1062,51.31,0.5296,327.26,173.32,0,0.0,1.0804,1.0206,1.0282,1.11,2.906,-1.121
2024-04-01,2024,4,16,South,Small Business,Service Contracts,SER-005,2,129.33,127.44,0.0146,51.31,0.5974,254.89,152.26,0,0.0,1.0241,0.9909,1.0262,1.0,4.454,-1.121
2024-05-01,2024,5,17,South,Small Business,Service Contracts,SER-005,2,131.24,123.24,0.061,51.31,0.5836,246.47,143.84,0,0.0,1.056,0.9941,1.0292,0.89,2.45,-1.121
2024-06-01,2024,6,18,South,Small Business,Service Contracts,SER-005,1,136.18,130.99,0.0381,51.31,0.6083,130.99,79.68,0,0.0,1.0438,0.9986,1.0358,0.8095,3.762,-1.121
2024-07-01,2024,7,19,South,Small Business,Service Contracts,SER-005,1,132.7,118.47,0.1072,51.31,0.5668,118.47,67.15,0,0.0,1.0148,0.9902,1.0296,0.78,4.402,-1.121
2024-08-01,2024,8,20,South,Small Business,Service Contracts,SER-005,2,147.56,138.77,0.0595,51.31,0.6302,277.54,174.91,1,2698.89,0.9845,0.9988,1.0392,0.8095,3.222,-1.121
2024-09-01,2024,9,21,South,Small Business,Service Contracts,SER-005,2,136.42,135.44,0.0072,51.31,0.6211,270.87,168.25,1,10077.25,1.0119,0.9545,1.045,0.89,4.631,-1.121
2024-10-01,2024,10,22,South,Small Business,Service Contracts,SER-005,3,132.83,127.37,0.0411,51.31,0.5971,382.12,228.18,1,11639.14,1.0085,1.0347,1.0414,1.0,4.355,-1.121
2024-11-01,2024,11,23,South,Small Business,Service Contracts,SER-005,2,129.89,122.81,0.0545,51.31,0.5822,245.62,142.99,0,0.0,0.9094,0.9861,1.047,1.11,2.487,-1.121
2024-12-01,2024,12,24,South,Small Business,Service Contracts,SER-005,2,142.25,129.98,0.0863,51.31,0.6052,259.95,157.33,0,0.0,1.0277,0.9857,1.0479,1.1905,3.439,-1.121
2025-01-01,2025,1,25,South,Small Business,Service Contracts,SER-005,2,128.81,119.37,0.0733,51.31,0.5701,238.73,136.1,0,0.0,0.9076,0.9619,1.0637,1.22,5.891,-1.121
2025-02-01,2025,2,26,South,Small Business,Service Contracts,SER-005,2,139.14,123.29,0.1139,51.31,0.5838,246.57,143.95,0,0.0,1.0076,0.9859,1.0538,1.1905,3.342,-1.121
2025-03-01,2025,3,27,South,Small Business,Service Contracts,SER-005,2,138.58,127.78,0.078,51.31,0.5984,255.55,152.92,1,5292.26,0.9479,1.0,1.0556,1.11,1.246,-1.121
2025-04-01,2025,4,28,South,Small Business,Service Contracts,SER-005,1,139.07,123.39,0.1128,51.31,0.5841,123.39,72.07,0,0.0,0.919,0.9567,1.0656,1.0,2.516,-1.121
2025-05-01,2025,5,29,South,Small Business,Service Contracts,SER-005,1,131.75,129.73,0.0154,51.31,0.6045,129.73,78.42,0,0.0,0.979,0.9221,1.0546,0.89,6.045,-1.121
2025-06-01,2025,6,30,South,Small Business,Service Contracts,SER-005,2,133.01,122.38,0.0798,51.31,0.5807,244.77,142.14,0,0.0,1.0064,1.0012,1.0665,0.8095,3.511,-1.121
2025-07-01,2025,7,31,South,Small Business,Service Contracts,SER-005,2,116.01,105.23,0.0929,51.31,0.5124,210.46,107.83,0,0.0,0.9634,0.9608,1.0669,0.78,5.475,-1.121
2025-08-01,2025,8,32,South,Small Business,Service Contracts,SER-005,1,117.7,112.57,0.0435,51.31,0.5442,112.57,61.26,0,0.0,0.9501,0.9853,1.0636,0.8095,6.665,-1.121
2025-09-01,2025,9,33,South,Small Business,Service Contracts,SER-005,2,151.92,143.99,0.0522,51.31,0.6436,287.97,185.34,0,0.0,0.9855,0.9574,1.0702,0.89,5.721,-1.121
2025-10-01,2025,10,34,South,Small Business,Service Contracts,SER-005,2,140.17,123.23,0.1208,51.31,0.5836,246.47,143.84,1,12287.34,1.0093,0.9564,1.0669,1.0,2.384,-1.121
2025-11-01,2025,11,35,South,Small Business,Service Contracts,SER-005,2,126.73,119.15,0.0598,51.31,0.5693,238.3,135.67,0,0.0,0.9668,0.9905,1.0709,1.11,3.34,-1.121
2025-12-01,2025,12,36,South,Small Business,Service Contracts,SER-005,2,144.68,131.94,0.088,51.31,0.6111,263.88,161.25,0,0.0,1.0202,0.9623,1.0676,1.1905,5.645,-1.121
2023-01-01,2023,1,1,South,Small Business,Service Contracts,SER-006,3,117.15,108.84,0.0709,44.25,0.5935,326.53,193.78,0,0.0,1.0221,1.0379,0.9982,1.22,4.296,-1.121
2023-02-01,2023,2,2,South,Small Business,Service Contracts,SER-006,3,109.19,95.13,0.1288,44.25,0.5348,285.39,152.64,0,0.0,0.9996,1.0547,1.0067,1.1905,5.7,-1.121
2023-03-01,2023,3,3,South,Small Business,Service Contracts,SER-006,2,116.56,105.31,0.0965,44.25,0.5798,210.61,122.11,0,0.0,0.9884,1.0337,1.0034,1.11,3.196,-1.121
2023-04-01,2023,4,4,South,Small Business,Service Contracts,SER-006,2,122.69,116.43,0.0511,44.25,0.6199,232.85,144.35,1,13408.44,1.0269,1.0067,1.0049,1.0,3.658,-1.121
2023-05-01,2023,5,5,South,Small Business,Service Contracts,SER-006,2,99.75,91.91,0.0786,44.25,0.5185,183.82,95.32,0,0.0,1.0263,1.02,1.0061,0.89,2.863,-1.121
2023-06-01,2023,6,6,South,Small Business,Service Contracts,SER-006,2,113.65,96.02,0.1551,44.25,0.5392,192.05,103.55,0,0.0,1.09,1.0591,1.0045,0.8095,3.698,-1.121
2023-07-01,2023,7,7,South,Small Business,Service Contracts,SER-006,2,109.19,93.78,0.1411,44.25,0.5282,187.56,99.06,1,8569.11,1.0813,0.9972,1.0109,0.78,5.199,-1.121
2023-08-01,2023,8,8,South,Small Business,Service Contracts,SER-006,2,125.16,118.85,0.0504,44.25,0.6277,237.7,149.2,0,0.0,1.0243,1.0278,1.0095,0.8095,5.378,-1.121
2023-09-01,2023,9,9,South,Small Business,Service Contracts,SER-006,2,124.26,114.11,0.0816,44.25,0.6122,228.22,139.72,0,0.0,1.066,1.037,1.0177,0.89,1.918,-1.121
2023-10-01,2023,10,10,South,Small Business,Service Contracts,SER-006,2,131.33,125.14,0.0472,44.25,0.6464,250.27,161.77,1,10883.0,1.0712,0.9927,1.0168,1.0,4.687,-1.121
2023-11-01,2023,11,11,South,Small Business,Service Contracts,SER-006,2,128.63,117.44,0.087,44.25,0.6232,234.87,146.37,0,0.0,1.0589,1.008,1.0222,1.11,4.265,-1.121
2023-12-01,2023,12,12,South,Small Business,Service Contracts,SER-006,2,123.08,113.57,0.0772,44.25,0.6104,227.15,138.65,0,0.0,1.1216,0.9824,1.0242,1.1905,4.148,-1.121
2024-01-01,2024,1,13,South,Small Business,Service Contracts,SER-006,3,111.29,100.58,0.0962,44.25,0.5601,301.75,169.0,1,6266.4,1.0606,0.9917,1.0293,1.22,4.277,-1.121
2024-02-01,2024,2,14,South,Small Business,Service Contracts,SER-006,3,122.69,111.74,0.0893,44.25,0.604,335.22,202.47,0,0.0,1.0252,1.0022,1.0322,1.1905,4.228,-1.121
2024-03-01,2024,3,15,South,Small Business,Service Contracts,SER-006,2,115.02,110.82,0.0365,44.25,0.6007,221.64,133.14,0,0.0,1.0571,0.9828,1.0285,1.11,4.141,-1.121
2024-04-01,2024,4,16,South,Small Business,Service Contracts,SER-006,2,126.66,120.95,0.0451,44.25,0.6341,241.89,153.39,0,0.0,1.0502,0.9552,1.0329,1.0,5.39,-1.121
2024-05-01,2024,5,17,South,Small Business,Service Contracts,SER-006,2,119.95,112.06,0.0658,44.25,0.6051,224.12,135.62,0,0.0,1.0388,0.9494,1.0319,0.89,3.953,-1.121
2024-06-01,2024,6,18,South,Small Business,Service Contracts,SER-006,2,122.97,117.75,0.0424,44.25,0.6242,235.5,147.0,0,0.0,1.0324,1.019,1.0404,0.8095,3.382,-1.121
2024-07-01,2024,7,19,South,Small Business,Service Contracts,SER-006,2,122.76,114.6,0.0665,44.25,0.6139,229.19,140.69,0,0.0,1.0441,0.9877,1.0416,0.78,5.908,-1.121
2024-08-01,2024,8,20,South,Small Business,Service Contracts,SER-006,1,118.12,114.75,0.0285,44.25,0.6144,114.75,70.5,0,0.0,1.0766,0.9515,1.0363,0.8095,2.585,-1.121
2024-09-01,2024,9,21,South,Small Business,Service Contracts,SER-006,2,118.89,102.36,0.1391,44.25,0.5677,204.72,116.22,0,0.0,1.0221,0.9497,1.0367,0.89,2.019,-1.121
2024-10-01,2024,10,22,South,Small Business,Service Contracts,SER-006,2,117.75,104.38,0.1135,44.25,0.5761,208.76,120.26,0,0.0,1.0356,0.9927,1.0434,1.0,4.496,-1.121
2024-11-01,2024,11,23,South,Small Business,Service Contracts,SER-006,2,117.6,103.83,0.1171,44.25,0.5738,207.66,119.16,0,0.0,0.9679,0.9559,1.0487,1.11,4.209,-1.121
2024-12-01,2024,12,24,South,Small Business,Service Contracts,SER-006,2,117.88,110.12,0.0658,44.25,0.5982,220.24,131.74,0,0.0,0.9799,0.9759,1.0563,1.1905,2.531,-1.121
2025-01-01,2025,1,25,South,Small Business,Service Contracts,SER-006,2,117.34,115.3,0.0174,44.25,0.6162,230.59,142.09,0,0.0,0.9709,0.972,1.0569,1.22,4.372,-1.121
2025-02-01,2025,2,26,South,Small Business,Service Contracts,SER-006,2,120.36,109.45,0.0906,44.25,0.5957,218.9,130.4,0,0.0,0.9452,0.9709,1.0482,1.1905,4.491,-1.121
2025-03-01,2025,3,27,South,Small Business,Service Contracts,SER-006,2,109.92,103.11,0.0619,44.25,0.5709,206.22,117.72,0,0.0,1.0048,0.9312,1.0623,1.11,4.858,-1.121
2025-04-01,2025,4,28,South,Small Business,Service Contracts,SER-006,2,118.42,115.12,0.0278,44.25,0.6156,230.25,141.75,0,0.0,0.9359,0.948,1.0666,1.0,4.456,-1.121
2025-05-01,2025,5,29,South,Small Business,Service Contracts,SER-006,1,132.53,121.32,0.0845,44.25,0.6353,121.32,77.07,0,0.0,0.9768,0.9128,1.0577,0.89,3.371,-1.121
2025-06-01,2025,6,30,South,Small Business,Service Contracts,SER-006,1,118.54,106.74,0.0996,44.25,0.5854,106.74,62.49,0,0.0,0.9561,0.92,1.0588,0.8095,5.854,-1.121
2025-07-01,2025,7,31,South,Small Business,Service Contracts,SER-006,1,127.56,114.89,0.0993,44.25,0.6148,114.89,70.64,0,0.0,0.9496,0.9663,1.0616,0.78,2.755,-1.121
2025-08-01,2025,8,32,South,Small Business,Service Contracts,SER-006,1,125.04,112.99,0.0964,44.25,0.6084,112.99,68.74,0,0.0,0.9612,0.9362,1.0618,0.8095,3.13,-1.121
2025-09-01,2025,9,33,South,Small Business,Service Contracts,SER-006,2,124.06,117.75,0.0509,44.25,0.6242,235.5,147.0,0,0.0,1.0005,0.9253,1.0594,0.89,3.441,-1.121
2025-10-01,2025,10,34,South,Small Business,Service Contracts,SER-006,2,125.08,117.02,0.0645,44.25,0.6219,234.04,145.54,0,0.0,0.9565,0.941,1.0634,1.0,5.033,-1.121
2025-11-01,2025,11,35,South,Small Business,Service Contracts,SER-006,2,108.3,100.52,0.0718,44.25,0.5598,201.04,112.54,0,0.0,0.9656,0.9667,1.0734,1.11,2.757,-1.121
2025-12-01,2025,12,36,South,Small Business,Service Contracts,SER-006,2,121.79,112.35,0.0776,44.25,0.6061,224.69,136.19,0,0.0,0.9705,0.9802,1.0644,1.1905,1.188,-1.121
2023-01-01,2023,1,1,South,Municipal,Residential Filters,RES-001,2,35.49,35.24,0.007,22.01,0.3755,70.48,26.46,1,3103.5,0.9962,1.0626,1.0081,0.82,3.199,-1.5576
2023-02-01,2023,2,2,South,Municipal,Residential Filters,RES-001,1,37.29,34.73,0.0687,22.01,0.3663,34.73,12.72,0,0.0,0.9276,1.0251,0.9947,0.8441,3.521,-1.5576
2023-03-01,2023,3,3,South,Municipal,Residential Filters,RES-001,2,33.37,29.75,0.1086,22.01,0.2602,59.5,15.48,0,0.0,0.9751,1.0246,1.0077,0.91,3.949,-1.5576
2023-04-01,2023,4,4,South,Municipal,Residential Filters,RES-001,2,34.74,31.99,0.0793,22.01,0.312,63.97,19.96,0,0.0,0.9975,1.0555,1.0062,1.0,2.933,-1.5576
2023-05-01,2023,5,5,South,Municipal,Residential Filters,RES-001,2,38.41,33.15,0.1371,22.01,0.3361,66.3,22.28,0,0.0,0.9695,1.0312,1.0053,1.09,2.981,-1.5576
2023-06-01,2023,6,6,South,Municipal,Residential Filters,RES-001,2,33.68,33.57,0.0031,22.01,0.3445,67.15,23.13,0,0.0,1.0253,1.0133,1.0043,1.1559,3.756,-1.5576
2023-07-01,2023,7,7,South,Municipal,Residential Filters,RES-001,3,35.98,34.5,0.041,22.01,0.3622,103.51,37.49,1,9041.65,0.9795,1.0557,1.0154,1.18,4.486,-1.5576
2023-08-01,2023,8,8,South,Municipal,Residential Filters,RES-001,2,33.89,31.71,0.0644,22.01,0.306,63.42,19.4,0,0.0,1.0265,1.0136,1.0134,1.1559,2.699,-1.5576
2023-09-01,2023,9,9,South,Municipal,Residential Filters,RES-001,2,34.41,32.18,0.0648,22.01,0.3161,64.35,20.34,0,0.0,1.0461,1.0257,1.0279,1.09,3.259,-1.5576
2023-10-01,2023,10,10,South,Municipal,Residential Filters,RES-001,1,38.82,37.22,0.0412,22.01,0.4088,37.22,15.21,0,0.0,1.0749,1.0114,1.0174,1.0,1.196,-1.5576
2023-11-01,2023,11,11,South,Municipal,Residential Filters,RES-001,2,35.72,33.16,0.0717,22.01,0.3364,66.32,22.31,0,0.0,1.05,1.0168,1.0199,0.91,3.712,-1.5576
2023-12-01,2023,12,12,South,Municipal,Residential Filters,RES-001,1,38.06,36.34,0.0452,22.01,0.3944,36.34,14.33,0,0.0,0.9664,1.0068,1.0173,0.8441,3.411,-1.5576
2024-01-01,2024,1,13,South,Municipal,Residential Filters,RES-001,1,40.92,36.47,0.1087,22.01,0.3966,36.47,14.47,0,0.0,1.0336,1.0016,1.022,0.82,2.094,-1.5576
2024-02-01,2024,2,14,South,Municipal,Residential Filters,RES-001,2,35.76,30.67,0.1424,22.01,0.2825,61.34,17.32,0,0.0,1.0812,1.0005,1.0177,0.8441,0.753,-1.5576
